x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,x,1,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,1,c,x,1,x,x,x,x,x,x,x,x,x,x,x,x,1,x,c,1,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,1,x,x,x,x,x,x,0,x,x,x,x,1,x,x,x,x,x,x,1,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,1,1,x,x,x,x,x,1,x,x,x,1,1,x,x,x,x,x,x,1,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,1,x,x,x,x,1,x,x,x,x,x,x,x,x,x,x,x,x,1,1,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,1,1,x,x,x,x,x,x,x,x,x,x,1,x,x,x,x,1,x,1,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,1,x,x,x,x,1,x,x,x,x,x,1,x,x,x,x,x,x,x,1,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,1,x,x,x,x,x,1,x,x,x,x,x,x,x,x,x,x,x,x,1,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,1,x,x,x,x,x,c,x,x,0,x,x,x,x,x,x,0,x,x,1,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
